category,scientific_name,common_names,conservation_status
Vascular Plant,Hieracium gracile,Slender Hawkweed,Neutral
Vascular Plant,Hieracium horridum,"Shaggy Hawkweed, Prickly Hawkweed",Neutral
Vascular Plant,Hieracium scouleri,"Scouler's Woollyweed, Houndstongue Hawkweed, Woolyweed",Neutral
Vascular Plant,Holocarpha virgata ssp. virgata,Yellowflower Tarweed,Neutral
Vascular Plant,Hulsea brevifolia,Shortleaf Alpinegold,Neutral
Vascular Plant,Hulsea heterochroma,"Redray Alpinegold, Redray Hulsea",Neutral
Vascular Plant,Hulsea nana,Dwarf Alpinegold,Neutral
Vascular Plant,Hypochaeris glabra,"Smooth Cat's Ear, Smooth Catsear",Neutral
Vascular Plant,Lasthenia californica,"California Goldfields, Goldfields",Neutral
Vascular Plant,Lasthenia platycarpha,Alkali Goldfields,Neutral
Vascular Plant,Layia pentachaeta ssp. pentachaeta,Sierra Tidytips,Neutral
Vascular Plant,Lessingia leptoclada,Sierra Lessingia,Neutral
Vascular Plant,Madia bolanderi,Bolander's Madia,Neutral
Vascular Plant,Madia elegans ssp. elegans,Common Madia,Neutral
Vascular Plant,Madia elegans ssp. vernalis,Spring Madia,Neutral
Vascular Plant,Madia exigua,Small Tarweed,Neutral
Vascular Plant,Madia gracilis,"Grassy Tarweed, Slender Tarweed",Neutral
Vascular Plant,Madia minima,"Least Tarweed, Oppositeleaved Tarweed",Neutral
Vascular Plant,Madia yosemitana,Yosemite Tarweed,Neutral
Vascular Plant,Malacothrix floccifera,"Woolly Desertdandelion, Wooly Desert Dandelion",Neutral
Vascular Plant,Micropus californicus var. californicus,Q-Tips,Neutral
Vascular Plant,Monolopia major,Cupped Monolopia,Neutral
Vascular Plant,Phalacroseris bolanderi,Bolander's Mock Dandelion,Neutral
Vascular Plant,Pseudobahia heermannii,Foothill Sunburst,Neutral
Vascular Plant,Psilocarphus brevissimus var. brevissimus,Short Woollyheads,Neutral
Vascular Plant,Psilocarphus oregonus,Oregon Woollyheads,Neutral
Vascular Plant,Psilocarphus tenellus var. tenellus,Slender Woollyheads,Neutral
Vascular Plant,Pyrrocoma apargioides,Alpineflames,Neutral
Vascular Plant,Raillardella argentea,"Silky Raillardella, Silvermat",Neutral
Vascular Plant,Raillardella scaposa,"Greenleaf Silvermat, Stem Raillardella",Neutral
Vascular Plant,Rigiopappus leptocladus,Wireweed,Neutral
Vascular Plant,Rudbeckia californica var. californica,California Coneflower,Neutral
Vascular Plant,Senecio aronicoides,Rayless Ragwort,Neutral
Vascular Plant,Senecio canus,Woolly Groundsel,Neutral
Vascular Plant,Senecio clarkianus,Clark's Ragwort,Neutral
Vascular Plant,Senecio flaccidus var. douglasii,"Douglas' Groundsel, Douglas' Senecio, Douglas' Ragwort",Neutral
Vascular Plant,Senecio fremontii var. occidentalis,"Dwarf Mountain Ragwort, Western Groundsel",Neutral
Vascular Plant,Senecio integerrimus var. major,"Lambstongue Groundsel, Lambstongue Ragwort",Neutral
Vascular Plant,Senecio pauciflorus,Alpine Groundsel,Neutral
Vascular Plant,Senecio pseudaureus var. pseudaureus,Falsegold Groundsel,Neutral
Vascular Plant,Senecio scorzonella,"Sierra Groundsel, Sierra Ragwort",Neutral
Vascular Plant,Senecio streptanthifolius,Cleftleaf Groundsel,Neutral
Vascular Plant,Senecio werneriifolius,Hoary Groundsel,Neutral
Vascular Plant,Solidago californica,California Goldenrod,Neutral
Vascular Plant,Solidago multiradiata,"Manyray Goldenrod, Mountain Goldenrod, Arctic Goldenrod, Rocky Mountain Goldenrod",Neutral
Vascular Plant,Sonchus asper ssp. asper,Spiny Sowthistle,Neutral
Vascular Plant,Sonchus oleraceus,"Pualele, Sow-Thistle, Common Sow-Thistle, Common Sowthistle, Sow Thistle, Annual Sowthistle",Neutral
Vascular Plant,Sphaeromeria cana,"Gray Tansey, Gray Chickensage",Neutral
Vascular Plant,Stephanomeria lactucina,"Creeping Wirelettuce, Lettuce Wirelettuce",Neutral
Vascular Plant,Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,Neutral
Vascular Plant,Tanacetum parthenium,Feverfew,Neutral
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,Neutral
Vascular Plant,Whitneya dealbata,Mock Leopardbane,Neutral
Vascular Plant,Wyethia angustifolia,California Compassplant,Neutral
Vascular Plant,Wyethia elata,Hall's Mule-Ears,Neutral
Vascular Plant,Wyethia mollis,"Wooly Wyethia, Woolly Mule-Ears",Neutral
Vascular Plant,Downingia montana,Sierra Calicoflower,Neutral
Vascular Plant,Githopsis specularioides,Common Bluecup,Neutral
Vascular Plant,Heterocodon rariflorum,"Rareflower Heterocodon, Western Pearlflower",Neutral
Vascular Plant,Nemacladus capillaris,Common Threadplant,Neutral
Vascular Plant,Nemacladus interior,Sierra Threadplant,Neutral
Vascular Plant,Amsinckia lycopsoides,"Tarweed Fiddleneck, Bugloss Fiddleneck",Neutral
Vascular Plant,Amsinckia menziesii var. intermedia,"Common Fiddleneck, Coast Buckthorn, Intermediate Fiddleneck, Coast Fiddleneck",Neutral
Vascular Plant,Amsinckia menziesii var. menziesii,"Menzies' Fiddleneck, Rigid Fiddleneck",Neutral
Vascular Plant,Cryptantha echinella,"Prickly Cryptantha, Hedgehog Cryptantha",Neutral
Vascular Plant,Cryptantha flaccida,Weakstem Cryptantha,Neutral
Vascular Plant,Cryptantha glomeriflora,Truckee Cryptantha,Neutral
Vascular Plant,Cryptantha hispidula,Napa Cryptantha,Neutral
Vascular Plant,Cryptantha humilis,"Round-Spike Catseye, Roundspike Cryptantha",Neutral
Vascular Plant,Cryptantha muricata,"Prickly Cryptantha, Pointed Catseye, Pointed Cryptantha",Neutral
Vascular Plant,Cryptantha nubigena,Sierra Cryptantha,Neutral
Vascular Plant,Cryptantha simulans,"Pine Cryptantha, Pinewoods Cryptantha",Neutral
Vascular Plant,Cynoglossum grande,Pacific Hound's Tongue,Neutral
Vascular Plant,Cynoglossum occidentale,Western Hound's Tongue,Neutral
Vascular Plant,Eriodictyon californicum,California Yerba Santa,Neutral
Vascular Plant,Hackelia mundula,Pink Stickseed,Neutral
Vascular Plant,Hackelia nervosa,"Sierra Stickseed, Sierran Stickseed",Neutral
Vascular Plant,Hackelia velutina,"Velvet Stickseed, Velvety Stickseed",Neutral
Vascular Plant,Mertensia ciliata,"Shortstyle Bluebells, Tall Fringed Bluebells, Mountain Bluebells, Tall Fringe Bluebells",Neutral
Vascular Plant,Pectocarya pusilla,"Purple Prairieclover, Little Combseed",Neutral
Vascular Plant,Plagiobothrys hispidulus,Sleeping Popcornflower,Neutral
Vascular Plant,Plagiobothrys myosotoides,Forget-Me-Not Popcornflower,Neutral
Vascular Plant,Plagiobothrys nothofulvus,Rusty Popcornflower,Neutral
Vascular Plant,Plagiobothrys stipitatus var. micranthus,Stalked Popcornflower,Neutral
Vascular Plant,Plagiobothrys torreyi var. diffusus,Torrey's Popcornflower,Species of Concern
Vascular Plant,Plagiobothrys torreyi var. torreyi,Torrey's Popcornflower,Neutral
Vascular Plant,Draperia systyla,Violet Draperia,Neutral
Vascular Plant,Hesperochiron californicus,California Hesperochiron,Neutral
Vascular Plant,Hydrophyllum occidentale,"Western Waterleaf, Squaw-Lettuce",Neutral
Vascular Plant,Nemophila heterophylla,Small Baby Blue Eyes,Neutral
Vascular Plant,Nemophila maculata,Fivespot,Neutral
Vascular Plant,Nemophila menziesii var. menziesii,Baby Blue Eyes,Neutral
Vascular Plant,Nemophila parviflora var. austiniae,"Smallflower Nemophila, Groovelover",Neutral
Vascular Plant,Nemophila pedunculata,"Littlefoot Nemophila, Littlefoot Blue-Eyes",Neutral
Vascular Plant,Nemophila spatulata,"Sierra Blue-Eyes, Sierra Baby Blue Eyes",Neutral
Vascular Plant,Phacelia cicutaria var. cicutaria,Caterpillar Phacelia,Neutral
Vascular Plant,Phacelia congdonii,Congdon's Phacelia,Neutral
Vascular Plant,Phacelia egena,"Kaweah River Phacelia, Kaweah River Scorpion-Weed",Neutral
Vascular Plant,Phacelia eisenii,Eisen's Phacelia,Neutral
Vascular Plant,Phacelia heterophylla ssp. virgata,Varileaf Phacelia,Neutral
Vascular Plant,Phacelia humilis var. humilis,Low Phacelia,Neutral
Vascular Plant,Phacelia hydrophylloides,Waterleaf Phacelia,Neutral
Vascular Plant,Phacelia imbricata ssp. imbricata,Imbricate Phacelia,Neutral
Vascular Plant,Phacelia mutabilis,Changeable Phacelia,Neutral
Vascular Plant,Phacelia platyloba,Broadlobe Phacelia,Neutral
Vascular Plant,Phacelia purpusii,Purpus' Phacelia,Neutral
Vascular Plant,Phacelia quickii,Quick's Phacelia,Neutral
Vascular Plant,Phacelia racemosa,Racemose Phacelia,Neutral
Vascular Plant,Phacelia ramosissima,"Branching Phacelia, Branched Scorpion-Weed",Neutral
Vascular Plant,Phacelia ramosissima var. latifolia,"Branching Phacelia, Branched Scorpion-Weed",Neutral
Vascular Plant,Phacelia ramosissima var. ramosissima,Branching Phacelia,Neutral
Vascular Plant,Phacelia ramosissima var. subglabra,Branching Phacelia,Neutral
Vascular Plant,Phacelia tanacetifolia,"Fiddleneck, Lacy Phacelia, Facelia, Lacy Scorpion-Weed",Neutral
Vascular Plant,Phacelia vallicola,Mariposa Phacelia,Neutral
Vascular Plant,Pholistoma auritum var. auritum,Blue Fiestaflower,Neutral
Vascular Plant,Anelsonia eurycarpa,"Daggerpod, Broad Pod Anelsonia",Neutral
Vascular Plant,Arabis davidsonii,Davidson's Rockcress,Neutral
Vascular Plant,Arabis drummondii,"Canadian Rockcress, Drummond's Rockcress, Drummond Rockcress",Neutral
Vascular Plant,Arabis holboellii var. pendulocarpa,Dropseed Rockcress,Neutral
Vascular Plant,Arabis holboellii var. pinetorum,Holboell's Rockcress,Neutral
Vascular Plant,Arabis holboellii var. retrofracta,"Second Rockcress, A Holboell Rock-Cress",Neutral
Vascular Plant,Arabis inyoensis,Inyo Rockcress,Neutral
Vascular Plant,Arabis lemmonii var. depauperata,Soldier Rockcress,Neutral
Vascular Plant,Arabis lemmonii var. lemmonii,Lemmon's Rockcress,Neutral
Vascular Plant,Arabis lyallii var. lyallii,Lyall's Rockcress,Neutral
Vascular Plant,Arabis lyallii var. nubigena,Lyall's Rockcress,Neutral
Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,Neutral
Vascular Plant,Arabis platysperma var. platysperma,Pioneer Rockcress,Neutral
Vascular Plant,Arabis rectissima var. rectissima,Bristlyleaf Rockcress,Neutral
Vascular Plant,Arabis repanda var. greenei,Greene's Rockcress,Neutral
Vascular Plant,Arabis repanda var. repanda,Yosemite Rockcress,Neutral
Vascular Plant,Arabis sparsiflora var. arcuata,Elegant Rockcress,Neutral
Vascular Plant,Arabis X divaricarpa,"Spreading Rockcress, Spreadingpod Rockcress",Neutral
Vascular Plant,Athysanus pusillus,"Dwarf Anthysanus, Common Sandweed",Neutral
Vascular Plant,Brassica nigra,"Shortpod Mustard, Black Mustard",Neutral
Vascular Plant,Cardamine californica var. californica,Milkmaids,Neutral
Vascular Plant,Cardamine oligosperma,"Idaho Bittercress, Little Western Bittercress",Neutral
Vascular Plant,Cardamine pachystigma var. pachystigma,Serpentine Bittercress,Neutral
Vascular Plant,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",Neutral
Vascular Plant,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansy-Mustard, Mountain Tansymustard",Neutral
Vascular Plant,Descurainia pinnata ssp. menziesii,Menzies' Tansymustard,Neutral
Vascular Plant,Draba breweri,Cushion Draba,Neutral
Vascular Plant,Draba lemmonii var. lemmonii,"Granite Draba, Lemmon's Draba",Neutral
Vascular Plant,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",Neutral
Vascular Plant,Hirschfeldia incana,Shortpod Mustard,Neutral
Vascular Plant,Hutchinsia procumbens,"Prostrate Hutchinsia, Ovalpurse",Neutral
Vascular Plant,Lepidium densiflorum var. densiflorum,"Miner's Pepperwort, Common Pepperweed",Neutral
Vascular Plant,Lepidium ramosissimum var. bourgeauanum,Bourgeau's Pepperweed,Neutral
Vascular Plant,Lepidium virginicum var. virginicum,"Poorman's-Pepperwort, Virginia Pepperweed",Neutral
Vascular Plant,Phoenicaulis cheiranthoides,Wallflower Phoenicaulis,Neutral
Vascular Plant,Raphanus sativus,"Cultivated Radish, Wild Radish, Garden Radish, Radish",Neutral
Vascular Plant,Sinapis arvensis,"Charlock Mustard, Corn-Mustard, Corn Mustard, Wild Mustard, Charlock",Neutral
Vascular Plant,Streptanthus diversifolius,"Variedleaf Twistflower, Variableleaf Jewelflower",Neutral
Vascular Plant,Streptanthus tortuosus,"Shieldplant, Mountain Twistflower",Neutral
Vascular Plant,Streptanthus tortuosus var. orbiculatus,Shieldplant,Neutral
Vascular Plant,Streptanthus tortuosus var. tortuosus,Shieldplant,Neutral
Vascular Plant,Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",Neutral
Vascular Plant,Thysanocarpus curvipes,"Sand Lacepod, Sand Fringepod, Lacepod Mustard",Neutral
Vascular Plant,Tropidocarpum gracile,Dobie Pod,Neutral
Vascular Plant,Limnanthes alba ssp. alba,White Meadowfoam,Neutral
Vascular Plant,Limnanthes alba ssp. versicolor,White Meadowfoam,Neutral
Vascular Plant,Limnanthes montana,Mountain Meadowfoam,Neutral
Vascular Plant,Limnanthes striata,Foothill Meadowfoam,Neutral
Vascular Plant,Amaranthus californicus,"California Pigweed, California Amaranth",Neutral
Vascular Plant,Chenopodium album,"Common Lambsquarters, Lambsquarters, White Goosefoot, Lambsquarters Goosefoot",Neutral
Vascular Plant,Chenopodium botrys,"Jerusalem-Oak, Jerusalem Oak, Jerusalem Oak Goosefoot",Neutral
Vascular Plant,Chenopodium multifidum,Cutleaf Goosefoot,Neutral
Vascular Plant,Chenopodium pumilio,"Ridged Goosefoot, Clammy Goosefoot",Neutral
Vascular Plant,Monolepis spathulata,"Beaver Monolepis, Beaver Povertyweed",Neutral
Vascular Plant,Arenaria aculeata,"Spiny Sandwort, Prickly Sandwort",Neutral
Vascular Plant,Arenaria congesta var. subcongesta,"Ballhead Sandwort, Loosehead Sandwort",Neutral
Vascular Plant,Arenaria congesta var. suffrutescens,Suffrutescent Sandwort,Neutral
Vascular Plant,Herniaria hirsuta ssp. cinerea,Hairy Rupturewort,Neutral
Vascular Plant,Herniaria hirsuta ssp. hirsuta,Hairy Rupturewort,Neutral
Vascular Plant,Minuartia californica,California Sandwort,Neutral
Vascular Plant,Minuartia douglasii,Douglas' Stitchwort,Neutral
Vascular Plant,Minuartia nuttallii ssp. gracilis,Brittle Sandwort,Neutral
Vascular Plant,Minuartia pusilla,"Dwarf Sandwort, Annual Sandwort",Neutral
Vascular Plant,Minuartia stricta,Bog Stitchwort,Neutral
Vascular Plant,Polycarpon tetraphyllum,Fourleaf Manyseed,Neutral
Vascular Plant,Pseudostellaria jamesiana,"Sticky Starwort, Tuber Starwort, Sticky-Starwort",Neutral
Vascular Plant,Pseudostellaria sierrae,Sierra Starwort,Neutral
Vascular Plant,Sagina apetala,Annual Pearlwort,Neutral
Vascular Plant,Sagina decumbens ssp. occidentalis,Western Pearlwort,Neutral
Vascular Plant,Silene bernardina,"Palmer's Campion, Palmer's Catchfly",Neutral
Vascular Plant,Silene bridgesii,Bridges' Catchfly,Neutral
Vascular Plant,Silene californica,Indian Pink,Neutral
Vascular Plant,Silene gallica,"Windmill Catchfly, Common Catchfly",Neutral
Vascular Plant,Silene lemmonii,Lemmon's Catchfly,Neutral
Vascular Plant,Silene menziesii,"White Catchfly, Menzies' Campion",Neutral
Vascular Plant,Silene sargentii,"Sargent's Catchfly, Sargent's Campion",Neutral
Vascular Plant,Spergula arvensis,"Pickpurse, Field Spurry, Devil's Gut, Corn Spurry, Sandweed",Neutral
Vascular Plant,Stellaria borealis ssp. sitchana,Sitka Starwort,Neutral
Vascular Plant,Stellaria nitens,"Shiny Chickweed, Shiny Starwort",Neutral
Vascular Plant,Calandrinia ciliata,"Redmaids, Fringed Redmaids, Desert Rockpurslane",Neutral
Vascular Plant,Claytonia megarhiza,Alpine Springbeauty,Neutral
Vascular Plant,Claytonia nevadensis,Sierra Springbeauty,Neutral
Vascular Plant,Claytonia parviflora ssp. parviflora,Streambank Springbeauty,Neutral
Vascular Plant,Claytonia perfoliata ssp. perfoliata,Miner's Lettuce,Neutral
Vascular Plant,Claytonia rubra ssp. rubra,Redstem Springbeauty,Neutral
Vascular Plant,Lewisia congdonii,Congdon's Lewisia,Neutral
Vascular Plant,Lewisia disepala,"Yosemite Bitterroot, Yosemite Lewisia",Neutral
Vascular Plant,Lewisia glandulosa,Sierra Lewisia,Neutral
Vascular Plant,Lewisia kelloggii,Kellogg's Lewisia,Neutral
Vascular Plant,Lewisia nevadensis,"Nevada Bitterroot, Nevada Lewisia, Nevada Bitter-Root",Neutral
Vascular Plant,Montia fontana,"Annual Water Minerslettuce, Fountain Miner's Lettuce",Neutral
Vascular Plant,Montia linearis,"Narrowleaf Minerslettuce, Narrowleaf Indianlettuce",Neutral
Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,Neutral
Vascular Plant,Chorizanthe membranacea,Pink Spineflower,Neutral
Vascular Plant,Eriogonum hirtiflorum,Hairyflower Buckwheat,Neutral
Vascular Plant,Eriogonum incanum,Frosted Buckwheat,Neutral
Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,Neutral
Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,Neutral
Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",Neutral
Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,Neutral
Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,Neutral
Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,Neutral
Vascular Plant,Eriogonum ovalifolium var. nivale,Cushion Buckwheat,Neutral
Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,Neutral
Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,Neutral
Vascular Plant,Eriogonum rosense,"Rosy Buckwheat, Mount Rose Buckwheat",Neutral
Vascular Plant,Eriogonum roseum,Wand Buckwheat,Neutral
Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,Neutral
Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,Neutral
Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,Neutral
Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",Neutral
Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",Neutral
Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,Neutral
Vascular Plant,Eriogonum wrightii var. trachygonum,"Shrubby Buckwheat, Bastardsage",Neutral
Vascular Plant,Polygonum arenastrum,"Common Knotweed, Oval-Leaf Knotweed, Prostrate Knotweed, Matweed, Ovalleaf Knotweed, Doorweed",Neutral
Vascular Plant,Polygonum californicum,California Knotweed,Neutral
Vascular Plant,Polygonum douglasii ssp. douglasii,Douglas' Knotweed,Neutral
Vascular Plant,Polygonum douglasii ssp. johnstonii,Johnston's Knotweed,Neutral
Vascular Plant,Polygonum phytolaccifolium,"Poke Knotweed, Mountain Lice",Neutral
Vascular Plant,Polygonum polygaloides ssp. kelloggii,Kellogg's Knotweed,Neutral
Vascular Plant,Polygonum ramosissimum,"Yellow-Flower Knotweed, Yellow Knotweed, Tall Knotweed, Bushy Knotweed",Neutral
Vascular Plant,Polygonum shastense,Shasta Knotweed,Neutral
Vascular Plant,Pterostegia drymarioides,"Woodland Pterostegia, Woodland Threadstem",Neutral
Vascular Plant,Rumex conglomeratus,"Clustered Dock, Sharp Dock",Neutral
Vascular Plant,Rumex pulcher,Fiddle Dock,Neutral
Vascular Plant,Rumex salicifolius var. denticulatus,"Toothed Willow Dock, California Dock",Neutral
Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",Neutral
Vascular Plant,Cornus nuttallii,Pacific Dogwood,Neutral
Vascular Plant,Cornus sericea,"Redosier Dogwood, Redosier",Neutral
Vascular Plant,Cornus sericea ssp. occidentalis,Western Dogwood,Neutral
Vascular Plant,Cornus sericea ssp. sericea,"Tatarian Dogwood, Redosier Dogwood, Siberian Dogwood",Neutral
Vascular Plant,Philadelphus lewisii,Lewis' Mock Orange,Neutral
Vascular Plant,Mentzelia crocea,Sierra Blazingstar,Neutral
Vascular Plant,Mentzelia lindleyi,Lindley's Blazingstar,Neutral
Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,Neutral
Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",Neutral
Vascular Plant,Marah horridus,Sierra Manroot,Neutral
Vascular Plant,Marah watsonii,Taw Manroot,Neutral
Vascular Plant,Datisca glomerata,Durango Root,Neutral
Vascular Plant,Narthecium californicum,California Bog Asphodel,Neutral
Vascular Plant,Sambucus mexicana,Mexican Elder,Neutral
Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,Neutral
Vascular Plant,Viburnum ellipticum,Common Viburnum,Neutral
Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,Neutral
Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,Neutral
Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,Neutral
Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,Neutral
Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Neutral
Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",Neutral
Vascular Plant,Valeriana californica,California Valerian,Neutral
Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,Neutral
Vascular Plant,Allotropa virgata,Sugarstick,Neutral
Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,Neutral
Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,Neutral
Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",Neutral
Vascular Plant,Cassiope mertensiana,"Western Moss Heather, White Heather",Neutral
Vascular Plant,Chimaphila umbellata,"Prince's Pine, Pipsissewa",Neutral
Vascular Plant,Kalmia polifolia,"Box Laurel, Bog Kalmia, Bog Laurel, Swamp Laurel",Neutral
Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,Neutral
Vascular Plant,Leucothoe davisiae,Sierra Laurel,Neutral
Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",Neutral
Vascular Plant,Pleuricospora fimbriolata,"Fringed Pinesap, Sierra Sap",Neutral
Vascular Plant,Pyrola asarifolia,"Pink Wintergreen, Liverleaf Wintergreen, Bog Wintergreen",Neutral
Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Liverleaf Wintergreen, Bog Wintergreen",Neutral
Vascular Plant,Pyrola picta,White-Veined Wintergreen,Neutral
Vascular Plant,Rhododendron occidentale,"California Azalea, Western Azalea, Sonoma Azalea",Neutral
Vascular Plant,Sarcodes sanguinea,Snowplant,Neutral
Vascular Plant,Vaccinium parvifolium,Red Huckleberry,Neutral
Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,Neutral
Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilyflower, Dense False Gilia",Neutral
Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilyflower, Dense False Gilia",Neutral
Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",Neutral
Vascular Plant,Collomia grandiflora,"Largeflowered Collomia, Grand Collomia",Neutral
Vascular Plant,Collomia heterophylla,Variableleaf Collomia,Neutral
Vascular Plant,Collomia tinctoria,"Yellowstain Collomia, Staining Collomia",Neutral
Vascular Plant,Eriastrum sparsiflorum,"Great Basin Woollystar, Fewflower Woolstar",Neutral
Vascular Plant,Gilia capillaris,"Smoothleaf Gilia, Miniature Gilia",Neutral
Vascular Plant,Gilia capitata ssp. abrotanifolia,Bluehead Gilia,Neutral
Vascular Plant,Gilia capitata ssp. mediomontana,Foothill Gilia,Neutral
Vascular Plant,Gilia capitata ssp. pedemontana,Bluehead Gilia,Neutral
Vascular Plant,Gilia leptalea,Bridges' Gilia,Neutral
Vascular Plant,Gilia leptalea ssp. bicolor,Bridges' Gilia,Neutral
Vascular Plant,Gilia leptalea ssp. leptalea,Bridges' Gilia,Neutral
Vascular Plant,Gilia tricolor ssp. tricolor,Bird's-Eye Gilia,Neutral
Vascular Plant,Ipomopsis aggregata,"Skyrocket Gilia, Scarlet Gilia",Neutral
Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,Neutral
Vascular Plant,Ipomopsis aggregata ssp. formosissima,"Skyrocket Gilia, Scarlet Gilia, Scarlet Skyrocket",Neutral
Vascular Plant,Leptodactylon pungens,"Granite Prickly Phlox, Granite Gilia, Granite Prickly Gilia, Common Prickly Gilia",Neutral
Vascular Plant,Linanthus bicolor,True Babystars,Neutral
Vascular Plant,Linanthus ciliatus,"Whiskerbrush, Bristlyleaf Linanthus",Neutral
Vascular Plant,Linanthus dichotomus,"Evening Snow, Eveningsnow",Neutral
Vascular Plant,Linanthus filipes,Thread Linanthus,Neutral
Vascular Plant,Linanthus harknessii,"Threeseed Linanthus, Harkness' Flaxflower",Neutral
Vascular Plant,Linanthus montanus,Mustang Clover,Neutral
Vascular Plant,Linanthus nuttallii ssp. pubescens,"Nuttall's Deserttrumpets, Nuttall's Linanthus",Neutral
Vascular Plant,Navarretia divaricata ssp. divaricata,Divaricate Navarretia,Neutral
Vascular Plant,Navarretia divaricata ssp. vividior,Divaricate Navarretia,Neutral
Vascular Plant,Navarretia intertexta ssp. intertexta,Needleleaf Navarretia,Neutral
Vascular Plant,Navarretia viscidula,Sticky Pincushionplant,Neutral
Vascular Plant,Phlox caespitosa,"Tufted Phlox, Douglas Phlox",Neutral
Vascular Plant,Phlox condensata,Dwarf Phlox,Neutral
Vascular Plant,Phlox diffusa,Spreading Phlox,Neutral
Vascular Plant,Phlox gracilis,Slender Phlox,Neutral
Vascular Plant,Phlox speciosa ssp. occidentalis,Showy Phlox,Neutral
Vascular Plant,Polemonium californicum,Moving Polemonium,Neutral
Vascular Plant,Polemonium eximium,Skypilot,Neutral
Vascular Plant,Androsace septentrionalis ssp. subumbellata,Pygmyflower Rockjasmine,Neutral
Vascular Plant,Dodecatheon alpinum,Alpine Shootingstar,Neutral
Vascular Plant,Dodecatheon hendersonii,Mosquito Bills,Neutral
Vascular Plant,Dodecatheon jeffreyi,Sierrra Shootingstar,Neutral
Vascular Plant,Dodecatheon subalpinum,Sierra Shootingstar,Neutral
Vascular Plant,Primula suffrutescens,Sierra Primrose,Neutral
Vascular Plant,Trientalis latifolia,"Western Starflower, Broadleaf Starflower",Neutral
Vascular Plant,Astragalus bolanderi,Bolander's Milkvetch,Neutral
Vascular Plant,Astragalus congdonii,Congdon's Milkvetch,Neutral
Vascular Plant,Astragalus kentrophyta var. danaus,Spiny Milkvetch,Neutral
Vascular Plant,Astragalus lentiginosus var. ineptus,"Freckled Milkvetch, Homely Milkvetch",Neutral
Vascular Plant,Astragalus purshii var. lectulus,"Sierran Milkvetch, Woollypod Milkvetch",Neutral
Vascular Plant,Astragalus whitneyi var. whitneyi,"Balloonpod Milkvetch, Whitney's Milkvetch",Neutral
Vascular Plant,Cercis occidentalis,California Redbud,Neutral
Vascular Plant,Hoita macrostachya,Large Leather-Root,Neutral
